"run_id","timestamp","exe","exe_version","ctx","b","ub","sm","ts","ncmoe","t","tb","extra","probe","phase","prompt_tokens","prompt_n","output_tokens","prompt_tps","decode_tps","request_wall_s","gpu0_used_mb","gpu1_used_mb","gpu0_util","gpu1_util","ram_used_mb","ram_avail_mb","proc_ws_mb","success","failure_reason","notes"
"D-C-128k-n26","2026-09-23 11:34:42","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","131072","2048","1024","layer","31,17","26","14","20","--moe-expert-cache 64","declong","rep1","51","51","512","17.22","26.49","22.28","11629","14694","34","31","42466","6370","31833","PASS","","deep-fill"
"D-C-128k-n26","2026-09-23 11:35:22","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","131072","2048","1024","layer","31,17","26","14","20","--moe-expert-cache 64","pre16k","rep1","12090","12090","64","322.99","27.05","39.88","11747","14722","2","15","48142","694","37338","PASS","","deep-fill"
"D-C-128k-n26","2026-09-23 11:38:33","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","131072","2048","1024","layer","31,17","26","14","20","--moe-expert-cache 64","pre60k","rep1","60028","60028","39","320.09","19.8","189.78","11752","14722","45","25","47082","1754","35722","PASS","","deep-fill"
"D-C-128k-n26","2026-09-23 11:44:28","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","131072","2048","1024","layer","31,17","26","14","20","--moe-expert-cache 64","pre120k","rep1","120028","120028","36","340.85","14.5","354.8","11823","14722","25","20","46370","2466","33415","PASS","","deep-fill"
"D-D-256k-n28","2026-09-23 11:45:24","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","262144","2048","512","layer","31,17","28","14","20","--moe-expert-cache 64","declong","rep1","51","51","512","11.67","22.15","27.48","11178","14902","39","27","43854","4983","31244","PASS","","deep-fill"
"D-D-256k-n28","2026-09-23 11:46:21","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","262144","2048","512","layer","31,17","28","14","20","--moe-expert-cache 64","pre16k","rep1","12090","12090","64","221.13","24.74","57.37","11198","14916","50","0","48523","313","35937","PASS","","deep-fill"
"D-D-256k-n28","2026-09-23 11:50:32","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","262144","2048","512","layer","31,17","28","14","20","--moe-expert-cache 64","pre60k","rep1","60028","60028","18","241.71","17.5","249.76","11089","14916","34","13","46917","1919","34318","PASS","","deep-fill"
"D-D-256k-n28","2026-09-23 11:58:13","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","262144","2048","512","layer","31,17","28","14","20","--moe-expert-cache 64","pre120k","rep1","120028","120028","36","261.83","15.32","460.91","11213","14918","0","14","44953","3884","32545","PASS","","deep-fill"
"D-D-256k-n28","2026-09-23 12:14:16","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","262144","2048","512","layer","31,17","28","14","20","--moe-expert-cache 64","pre240k","rep1","240029","240029","47","250.73","9.54","962.39","11206","14918","0","32","44859","3977","32007","PASS","","deep-fill"
"D-E-256k-n26","2026-09-23 12:15:05","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","262144","2048","512","layer","31,17","26","14","20","--moe-expert-cache 64","declong","rep1","51","51","512","10.81","23.25","26.73","11950","14902","36","0","44839","3998","31999","PASS","","deep-fill"
"D-E-256k-n26","2026-09-23 12:32:58","C:\AI\llama.cpp-flash-vnni-cache\bin\llama-server.exe","0.4.1-dev (build 5, commit 1c6af3af)","262144","2048","512","layer","31,17","26","14","20","--moe-expert-cache 64","pre240k","rep1","240029","240029","47","225.08","9.18","1071.74","11903","14916","54","0","44865","3972","34667","PASS","","deep-fill"
